Marca,Modelo,Año,Versión,Color,Tipo de combustible,Puertas,Transmisión,Con cámara de retroceso,Kilómetros,Precio,Tipo de vendedor,log_Precio
0.11928484445920513,0.08657146020148344,2020.0,0.005812022583859183,0.2657478135724565,0.8811579763090889,5,0.32231816672201924,0.248311745820879,640000.0,17299.578059071715,0.466456326801727,0.00952064651832171
0.11269788553083139,0.01167939776375512,2024.0,0.030776043396435294,0.16140817004317504,0.8811579763090889,5,0.006365548544226724,0.751688254179121,0.0,47257.29957805905,0.22091221078268572,0.041403741835492086
0.11269788553083139,0.008136831617402857,2019.0,0.005203144027454888,0.16140817004317504,0.8811579763090889,5,0.6712609321377173,0.248311745820879,653000.0,28300.000000000015,0.3126314624155873,0.030111812243994243
0.11928484445920513,0.08657146020148344,2017.0,0.021033986493966567,0.2657478135724565,0.8811579763090889,5,0.32231816672201924,0.751688254179121,768980.0,16953.58649789028,0.22091221078268572,0.08170043175024909
0.11181224399424333,0.050647625373630024,2021.0,0.0038746817225727885,0.025130078600686372,0.8811579763090889,5,0.6712609321377173,0.751688254179121,1090000.0,22999.999999999993,0.3126314624155873,0.012288276320159415
0.009133178346064431,0.009465293922284955,2024.0,0.030776043396435294,0.061773497177017606,0.8811579763090889,5,0.6712609321377173,0.751688254179121,0.0,39700.00000000003,0.466456326801727,0.02225174360677516
0.11181224399424333,0.050647625373630024,2007.0,0.030776043396435294,0.30244658474482455,0.8811579763090889,5,0.6712609321377173,0.751688254179121,1700000.0,10999.999999999998,0.466456326801727,0.010959814015277316
0.016052252850658696,0.0042621498948300675,2013.0,0.014668437949739844,0.30244658474482455,0.02496402081257611,5,0.6712609321377173,0.751688254179121,1490000.0,18565.40084388186,0.3126314624155873,0.018266356692128862
0.031606332336986606,0.02308203254732647,2018.0,0.00819218421343961,0.07887744935237463,0.8811579763090889,5,0.6712609321377173,0.751688254179121,980000.0,25999.999999999985,0.466456326801727,0.010627698439056792
0.0028783349939112144,0.0021033986493966565,2013.0,0.01328462304882099,0.07887744935237463,0.8811579763090889,5,0.6712609321377173,0.248311745820879,1330000.0,44999.999999999985,0.466456326801727,0.009299236134174693
0.11181224399424333,0.03553636665559615,2021.0,0.006254843352153216,0.07887744935237463,0.8811579763090889,5,0.32231816672201924,0.751688254179121,570000.0,22999.999999999993,0.466456326801727,0.012288276320159415
0.06919074504594265,0.06332336986604671,2025.0,0.007472600464961806,0.061219971216650064,0.8811579763090889,5,0.6712609321377173,0.751688254179121,0.0,27763.71308016877,0.466456326801727,0.010350935458873022
0.020203697553415254,0.018819882652496404,2025.0,0.0055352596036754124,0.30244658474482455,0.8811579763090889,5,0.6712609321377173,0.751688254179121,0.0,21729.957805907172,0.466456326801727,0.041403741835492086
0.06919074504594265,0.06332336986604671,2025.0,0.007472600464961806,0.2657478135724565,0.8811579763090889,5,0.6712609321377173,0.751688254179121,0.0,27763.71308016877,0.466456326801727,0.010350935458873022
0.09681169046828296,0.08363777261153547,2015.0,0.009077825750027677,0.30244658474482455,0.8811579763090889,5,0.32231816672201924,0.248311745820879,740000.0,12573.839662447255,0.22091221078268572,0.013007860068637219
0.09681169046828296,0.08363777261153547,2024.0,0.05585076940108491,0.2657478135724565,0.8811579763090889,5,0.6712609321377173,0.751688254179121,0.0,23037.9746835443,0.22091221078268572,0.01328462304882099
0.09681169046828296,0.08363777261153547,2025.0,0.009908114690578989,0.2657478135724565,0.8811579763090889,5,0.6712609321377173,0.751688254179121,0.0,28649.789029535885,0.466456326801727,0.041403741835492086
0.11928484445920513,0.08657146020148344,2020.0,0.015720137274438172,0.16140817004317504,0.8811579763090889,5,0.32231816672201924,0.248311745820879,980000.0,19409.28270042194,0.466456326801727,0.009742056902468725
0.03985386914646297,0.025019373408612863,2018.0,0.004096092106719805,0.16140817004317504,0.8811579763090889,5,0.6712609321377173,0.751688254179121,1100000.0,12827.004219409291,0.466456326801727,0.018155651500055353
0.11181224399424333,0.004760323259160855,2015.0,0.01007417247868925,0.30244658474482455,0.8811579763090889,3,0.6712609321377173,0.751688254179121,800000.0,49500.00000000002,0.466456326801727,0.015221963910107383
0.11928484445920513,0.08657146020148344,2018.0,0.01195616074393889,0.2657478135724565,0.8811579763090889,5,0.6712609321377173,0.248311745820879,900000.0,18565.40084388186,0.3126314624155873,0.018266356692128862
0.031606332336986606,0.02308203254732647,2018.0,0.00819218421343961,0.2657478135724565,0.8811579763090889,5,0.6712609321377173,0.751688254179121,1300000.0,25300.000000000015,0.466456326801727,0.03138492195283959
0.03985386914646297,0.025019373408612863,2017.0,0.004096092106719805,0.0018266356692128861,0.8811579763090889,5,0.6712609321377173,0.751688254179121,785230.0,15105.48523206752,0.466456326801727,0.006088785564042954
0.03470607771504484,0.014613085353703089,2017.0,0.00979740949850548,0.16140817004317504,0.8811579763090889,5,0.6712609321377173,0.751688254179121,1650000.0,26899.999999999985,0.3126314624155873,0.0069190745045942656
